Job_title,Location,Work_environment,Work_time,Experience_level,Description,Company_name
Asst. Software Engineer - Full stack Java Developer - For Millennium Information Solution Ltd-Job ID: 1278906,"Dhaka, Bangladesh",On-site,Full-time,Mid-Senior level,"Millennium Information Solution Ltd is looking for Asst. Software Engineer - Full stack Java Developer

Key Points
Responsible for capturing and understanding the end-user needs. Develop proof-of-concepts, estimate workloads to support the business processes. Offer support during the investigation and solve incidents and problems.

Job Description / Responsibility
We are looking for a couple of talented Full Stack Java Developers to join an existing team of motivated developers working on Core Banking Solutions (CBS) and the emerging Financial Technology (FinTech) applications leveraging the CBS. This position requires that you should have strong back-end and front-end development experience, primarily in Core Java, Spring Boot Application Frameworks, JavaScript / TypeScript and the Angular Framework.

Educational Requirements
Bachelor of Computer Application (BCA) in Computer Science & Engineering
Skills Required: Mobile apps developer, Flutter Developer

Experience Requirements
2 to 4 year(s)
The applicants should have experience in the following business area(s): Software Company,IT Enabled Service,Financial Technology (Fintech) Startup

Additional Requirements
Software Development Experience in: Software Design & Development, Spring Frameworks, Git / SVN, Core Java / XML, JavaScript / TypeScript, Angular Framework Database Design and Development Experience in RDBMS, e.g. PostgreSQL, Oracle. Detail oriented with strong analytical and problem solving skills. Good insight in workload, ability to deliver realistic estimates, respect timelines and deliveries. Good skills in writing test cases to develop bug free robust applications. 
Knowledge and skills in the BFSI (Banking, Financial, Securities and Insurance) domains.
Experience with application deployment with basic server management, DevOps tools like Jenkins, Docker etc.
Ability to work independently and within a team environment.",Bdjobs.com
Senior Engineer- Backend - For Ejogajog Limited - Job ID: 1279775,"Dhaka, Bangladesh",On-site,Full-time,Executive,"Ejogajog Limited is looking for Senior Engineer- Backend

Job Description / Responsibility
The Senior Engineer - Backend will work closely with the Principle Engineer, Architect, business stakeholders and the technical team to deliver technology platform that deliver business results. (S)he will have the opportunity to shape the organization`s culture and influence its technology platform selection and processes adoption.
The Senior Engineer would lead a team of Engineers to work on research, the creation of tools and techniques and investigation and resolution of issues. (S)he would ensure the technical excellence of the work. The person will to work on creation and maintenance of scalable web applications and other tools and services.
Work with rest of the team to identify, formalize, size and break down product backlog items mainly web part·
Create, enhance and maintain pleasing, scalable, secure web applications, web API·
Make sure coding standards and processes are adhered to·
Make sure unit tests are properly written and executed·
Ensure that the DevOps pipeline runs smoothly·
Performs code review and peer programming, as and when necessary·
Investigate and resolve reports bugs·
Investigate and resolve reported performance, security, usability or other issues·
Work with the architect to design systems and components and implement critical part of the platform·
Actively participate in requirement clarification (grooming) and planning activities·
Provide estimate, assess risk and explore and recommend options for work items·
Discuss and delegate work items to the engineering team members·
Make sure the team`s work meets functional and non-functional (performance, security, usability) requirements·
Resolve issues and questions raised by the team members·
Troubleshoot production issues and devise effective resolutions·
Work with the Quality Assurance team to make sure they remain productive and remove any blocking issue·
Create (or help create) documents: architecture, design documents, technical guide, etc. as and when necessary·
Research and investigate newer, relevant technologies and its applicability to our platform·
Interface with partners to integrate their services into our platform or help them integrate our services in their platform·
Keep the senior leadership team abreast of status, risks, challenges and significant wins·
Coach other members of the engineering team·
Other responsibilities that may be assigned based on capabilities, interests and need.

Educational Requirements
Bachelor of Science (BSc) in Computer Science & Engineering

Experience Requirements
4 to 8 year(s)
The applicants should have experience in the following business area(s):IT Enabled Service,E-commerce,Logistics Startup

Additional Requirements
The ideal candidate should have at least BSc in Computer Science/ Engineering or related discipline with 5+ years of experience, including senior-level experience working for technology/service related companies.
Solid understanding of contemporary software engineering practices, including object-oriented design and implementation, design patterns, anti-patterns, micro-services etc.
Self-managed, self-starter· Good communication skills·
Ability to execute based on technology vision·
Ability to coordinate with others and delegate when necessary·
Excellent understanding of security vulnerabilities and ways to avoid those·
Good understanding and experience with software development processes (agile preferable)·
Familiarity with standard software development tools like Git, BitBucket, Jira etc.
Good understanding of DevOps processes and tools Back-End:
Mastery of the latest Java language (Java 1.8 or later)·
Java related frameworks (e.g. Spring, Hibernate etc.)
Highly proficient with Web Services (REST, SOAP) and related technologies·
Experience with Consuming different API`s on the web·
Expert knowledge of JVM, memory management, garbage collection, multi-threading and concurrency concerns·
Expert knowledge of ORM technologies, including Hibernate, Jell· Well-versed in JSON, XML and similar technologies·
Solid understanding of networking including HTTP, TCP/IP, UDP·
Strong, practical knowledge of design patterns and its application in coding·
Strong advocate of unit testing and test driven development· Front-End:
Very good knowledge of Javascript and Javascript-based framework (e.g. JQuery)·
Well-versed with HTML5, JavaScript, CSS, Bootstrap and related technologies·
Familiarity with one of Angular, ReactJS, KnockoutJS and similar framework is preferred· Infrastructure:
Thorough understanding of Amazon Web Services (AWS) or similar public cloud providers·
One of the Linux flavors (CentOS, Red Hat, Ubuntu, Fedora etc.)·
One of Tomcat, JBoss, NGinx etc. Database:
One of MySQL, PostgreSQL, CockroachDB or similar database·
Conceptual understanding of ACID property, transactions etc.
Excellent communication skills·
Ability to work independently or in a team·
Ability to mentor an coach a team of senior engineers·
Must be able to look at a problem from multiple angles and come up with several suggestions for solution·
Methodical and detail oriented, with solid analytical skills and problem-solving ability·
Good collaborator, get along with others and are able to work effectively in a team·
Dedicated to quality and understands that quality is the result of intentional, focused effort Desirable.
Experience with real time queuing systems (Kafka)·
Experience with NoSQL Databases (MongoDB, Couchbase)·
Experience with a different language is strongly preferred (Python, Go, Ruby, Scala etc.)·
Experience with Mobile Network, Geolocation, Payment systems·
Experience with containers, container repositories and related technologies

Job Location
Dhaka (Gulshan)

Salary
Tk. 70000 - 140000 (Monthly)",Bdjobs.com
Chief Technology Officer (CTO) - Web3/ Security,APAC,Remote,Full-time,Executive,"We are currently working with multiple early stage venture backed startups in Web3 that are seeking to hire an exceptional Chief Technology Officer (CTO) as a key member of their executive leadership teams.

The Role

As the CTO, you will work closely with the research-driven CEO to enhance the technical capabilities of the company. You will be responsible for driving technical excellence, overseeing the development of cutting-edge security solutions in collaboration with domain experts. This will involve shaping the technology roadmap, ensuring the infrastructure aligns with business goals, and staying ahead of industry trends.

If you are a passionate technical leader with strong experience in distributed networks, and machine learning in the Web3 domain, we encourage you to apply. Your expertise in these areas will be crucial in helping these startups achieve their ambitious goals.

In This Role, You Will

Provide technical leadership and strategic guidance for the company, aligning technology initiatives with the company's goals and vision.
Develop and execute the company's technical roadmap, identifying key areas for innovation and growth in Web3 security and Machine Learning applications.
Establish and enforce best practices and standards for automated smart contract auditing processes, ensuring the highest level of security, reliability, and efficiency.
Stay abreast of the latest advancements in Web3 security, optimization algorithms, distributed networks, and smart contract auditing techniques, and integrate them into the company's practices and offerings.
Oversee the design, implementation, and maintenance of secure and scalable smart contract auditing automation workflows and tools.
Build and maintain relationships with key stakeholders, including different Web3 projects, industry experts, investors and regulatory bodies, to ensure compliance and stay ahead of emerging trends and regulations.
Represent the company at conferences, industry events, and thought leadership forums, and contribute to the advancement of Web3 security through presentations, publications, and research.

You Might Thrive In This Role If You Have

Master's degree in Computer Science, Engineering, Science or a related field. A Ph.D. is a plus.
Proven experience as a technology leader in the Web3, with a focus on security, distributed networks, or Machine Learning technology.
Deep understanding of blockchain technology, smart contracts, virtual machines, consensus algorithms, and cryptographic principles.
Extensive knowledge of Web3 security best practices, vulnerabilities, attack vectors, and industry standards.
Experience in conducting comprehensive smart contract audits, identifying security risks, and providing remediation recommendations.
Proficiency in programming languages commonly used in smart contract development, such as Solidity, Vyper, or Rust.
Familiarity with popular blockchain platforms and their smart contract ecosystems.
Strong technical background in distributed systems and secure coding practices.
Excellent leadership and management skills, with the ability to inspire and guide a team of technical professionals.
Strong communication and interpersonal skills, with the ability to effectively communicate complex technical concepts to both technical and non-technical stakeholders.",Hyphen Connect
Senior Developer Advocate,APAC,Remote,Full-time,Mid-Senior level,"Who we are

Mantle Ecosystem comprises an Ethereum layer 2 (L2) — Mantle Network, a decentralized autonomous organization (DAO) — Mantle Governance, one of the largest on-chain treasuries — Mantle Treasury, and an upcoming Ether (ETH) liquid staking product — Mantle LSD: all built on Ethereum. Mantle token is the unified product and governance token of the ecosystem. Mantle is a fast-growing, DAO-led ecosystem whose goal is the mass adoption of decentralized and token-governed technologies.

Mantle’s first core product is Mantle Network, an L2 technology stack for scaling Ethereum. Mantle Network strives to be compatible with the Ethereum Virtual Machine. Mantle Network’s modular architecture separates transaction execution, data availability, and transaction finality into modules — which can be individually upgraded and adopt the latest innovations. Mantle Network is the first L2 to partner with ETH restaking protocol EigenLayer for the data availability module. By adopting a rollup architecture, Mantle Network is secured by Ethereum. As the world’s first DAO-spawned L2, Mantle Network is pioneering a vision for the mass adoption of token-governed technologies.

Your Role

Lead and manage developer programs, ensuring alignment with our marketing and public relations strategies.
Serve as the public face of our developer community, participating in and organizing Twitter Spaces, managing our Twitter accounts, and engaging with the community across various platforms.
Manage developer grants, overseeing the application, review, and distribution processes to support innovative projects within the community.
Assist with the development and maintenance of our Developer CRM systems, ensuring efficient tracking and engagement with community members.
Potentially oversee the Developer Relations Program as a Program Manager, spearheading initiatives to activate and energize our developer base.
Collaborate closely with the marketing team to enhance visibility and outreach of our developer programs.
Play a pivotal role in Sozu Haus activities, facilitating connections and promoting collaborative projects.

Your Craft

Proven experience as a Developer Advocate or similar role, with a strong presence in the tech community.
Excellent communication and interpersonal skills, capable of effectively engaging with both technical and non-technical audiences.
Strong organizational skills with the ability to manage multiple projects and deadlines.
Experience in managing social media platforms and public relations efforts in a tech environment.
Passion for technology and community building.

If you think you have valuable experience to bring to the organization, but don’t necessarily meet all of the criteria for the role, we still want to hear from you. We consider all applications.",Windranger Labs
Senior Backend Developer - Node (100% Remote Bangladesh Dhaka),Bangladesh,Remote,Full-time,null,"Tether, the founder of the first, largest, and most widely used stablecoin USD₮, is rapidly expanding into a wide range of sectors, including secure and unstoppable communication technologies, energy production, mining, and further fintech infrastructure. All of these themes share and are deeply rooted in the principles of Bitcoin, which include decentralization, resilience, openness, freedom, security, and scalability.

Tether stablecoins are used to power a wide variety of enterprises, including exchanges, wallets, payment processors, and financial services, by facilitating the use of reserve-backed tokens across blockchain networks. Tether stablecoins offer a global, secure, and instant means of storing, transmitting, and receiving digital tokens at a fraction of the cost of alternative traditional financial solutions. Unwavering transparency is of paramount importance and central to Tether's foundational principles.

Our dynamic team operates entirely remotely, uniting talent from every corner of the globe. Our journey has been marked by rapid growth and efficient operations, firmly establishing us as pioneers within the industry.

If you possess a passion for venturing into uncharted territory and believe in your ability to conquer even the most formidable challenges, we eagerly invite you to engage with us. Join our mission, and together, let's lay the groundwork for a decentralized future that reshapes industries far beyond the realm of stablecoins.

As a Senior Backend Developer, you will be a part of the team that works on the development of Tether backend components

New Products and Features - Tether continuously strives to create innovative new features in order to provide the most professional trading experience for customers. These are developed and deployed using agile methodologies, to ensure the user experience remains the best in the industry.

Scalability - all backend services that power Tether must remain effortlessly smooth, responsive, and real-time for customers as the platform continues to scale to accommodate new user growth.

Security - Security is the most important feature. The Backend Development team is responsible for building all the services and core processes with the highest security principles and standard, in order to protect the safety of the entire user base.

Exceptional Node/JavaScript skills
Familiar with microservices architecture
Have actively participated in the development of a complex platform
Familiar with Peer-to-Peer technologies
Good experience in interacting with databases (MySQL, MongoDB)
Ability to quickly learn new technologies
Good understanding of security practices

Nice to have

Experience with blockchain integration
Comfortable with high-availability concepts
Ruby, Rust or C++ skills are a plus
Other technologies of interest: Message queues (Redis), Caches and Job Queues",Tether.io
AngularJS-Based Mobile App Developer (Part-Time),Bangladesh,Remote,Part-time,null,"Immediate Hiring
We are seeking a skilled AngularJS-based Mobile App Developer to join our team on a part-time basis. The ideal candidate will be responsible for developing and maintaining mobile applications using AngularJS. This role offers flexible working hours, allowing you to balance your schedule while contributing to exciting projects.

Position: AngularJS-Based Mobile App Developer
Job Type: Part-Time
Experience: 2-3 Years 
Working Hours: 4-5 hours per day (Flexible office hours)
Location: Remote
Salary: Negotiable

Key Responsibilities:
Develop, maintain, and optimize mobile applications using AngularJS.
Collaborate with the design and backend teams to integrate user-facing elements with server-side logic.
Ensure the technical feasibility of UI/UX designs.
Debug and resolve issues, ensuring the performance and responsiveness of applications.
Stay updated with the latest trends and best practices in mobile app development and AngularJS.

Requirements:
Proven experience as an AngularJS developer, particularly in mobile app development.
Strong proficiency in JavaScript, HTML5, and CSS3.
Experience with RESTful APIs to connect applications to backend services.
Familiarity with mobile app development frameworks and libraries.
Understanding of responsive design principles and mobile-first development.
Ability to work independently and manage time effectively.
Strong problem-solving skills and attention to detail.

Preferred Qualifications:
Experience with hybrid mobile app development frameworks (e.g., Ionic, Cordova).
Knowledge of Angular 2+ or other modern JavaScript frameworks.
Familiarity with version control systems like Git.
Previous experience working in an Agile environment.

Benefits:
Flexible working hours to fit your schedule.
Opportunity to work on innovative and challenging projects.
Competitive and negotiable salary based on experience and expertise.

How to Apply:
Interested candidates are invited to submit their resume to texonltd@gmail.com. Please include examples of mobile applications you have developed using AngularJS.",Texon
Sales & Marketing Executive (For Tajdar Restaurant)-Job ID: 1282042,"Cox’s Bazar, Chattogram, Bangladesh",On-site,Full-time,Executive,"Tajdar Restaurant is looking for Sales & Marketing Executive

Job Description / Responsibility
Tajdar Restaurant is a renowned dining establishment located in the heart of Cox`s Bazar. As we continue to grow, we are seeking a dynamic and motivated Outdoor Sales Representative to join our team.
Job Responsibilities:
Develop and implement effective sales strategies to meet and exceed sales targets.
Build and maintain strong, long-lasting customer relationships.
Conduct market research to identify selling possibilities and evaluate customer needs.
Actively seek out new sales opportunities through cold calling, networking, and social media.
Prepare and deliver appropriate presentations on products and services.
Collaborate with team members to achieve better results.
Gather feedback from customers or prospects and share it with internal teams.
Responsible for maintaining after sales officials formalities i.e. to check application form, to prepare payment schedule, to prepare the deed of agreement and signing to the client.
Work with month to month sales target and became example for other to follow as a successful target achiever.
Any other assign work of the company`s management instruction.
Follow up clients through phone calls and personal visits on a regular basis.
Arrange meeting and project visit for the clients.
Report on sales activities to senior management.
Maintain and update customer database.
Close the deal through proper documentation.

Educational Requirements
Master of Business Administration (MBA), Bachelor of Business Administration (BBA) in Marketing or equivalent

Experience Requirements
2 to 5 year(s)

Additional Requirements
Proven work experience as a Sales Representative or similar role.
Highly motivated and target-driven with a proven track record in sales.
Excellent selling, communication, and negotiation skills.
Ability to create and deliver presentations tailored to the audience`s needs.
Relationship management skills and openness to feedback.
Bachelor’s degree in business or a related field is preferred.
Valid driver’s license and willingness to travel extensively.

Job Location
Cox's Bazar",Bdjobs.com
Manager-Sales Department (Real Estate Sales) - (For Solutions Bangladesh) - Job ID: 1282686,"Dhaka, Bangladesh",On-site,Full-time,Mid-Senior level,"Solutions Bangladesh is looking for Manager-Sales Department (Real Estate Sales)

Job Description / Responsibility
One of our Real Estate clients is looking for competent candidates in sales department. They have established in 2010. They are one of the most reputed real estate companies in the private sector.
Job Responsibilities:
Proven working experience as a Real Estate Agent or Real Estate Sales Manager.
Proven track of successful sales record.
Setting sales goals and developing sales strategies.
Lead and motivate a team of sales professionals to achieve and exceed sales targets.
Develop and implement effective sales strategies to drive revenue growth.
Build and maintain strong relationships with clients, ensuring a high level of customer satisfaction.
Prepare effective sales plans within set budget, targets, and deadlines.
Maintain and update customer database.
Prepare monthly sales reports & provide feedback to the Top Management on regular basis.
Maintain good relationships with clients.
Close the deal through proper documentation & registration support.

Educational Requirements
Bachelor/Honors, Masters from reputed education institution

Experience Requirements
8 to 13 year(s)

Experience
The applicants should have experience in the following business area(s):Real Estate, Group of Companies
Skills & Expertise
Client Relationship Management Real Estate Sales, Sales & Marketing
Additional Requirements
Excellent communication and interpersonal skills.
Proper time management skills.
High-energy, results-oriented professional with a strong drive for success.
Mentality of taking challenges and thinking out of the box to meet the mission and vision of the organization.
Must be able to work under pressures.
Ability to support both independently and in team work.
Good interpersonal & communication skills, excellent fluency in English.
Proficient in emailing and MS Office.",Bdjobs.com
IT and Admin Executive (For Ark Sea Foods Limited)-Job ID: 1283108,"Chattogram, Bangladesh",On-site,Full-time,Executive,"Ark Sea Foods Limited is looking for IT and Admin Executive

Job Description / Responsibility
About the Company -
The position is at a stock brokerage company with branches in various locations around the country. The company is both a Dhaka Stock Exchange (DSE) and Chittagong Stock Exchange (CSE) Trading Right Entitlement Certificate (TREC) holder. The company has been in operations since 2005 and currently serves thousands of clients. You will be joining a small but growing team of hardworking individuals.
Position -
The company is looking for an IT and Admin Executive who can look after most of the IT needs of a stock brokerage firm with the help of third party vendors. The job also involves admin tasks like setting up client profiles, providing support to clients and training them on our online services.
Job Responsibilities -
System administrator for multiple software including back office ERP, CSE & DSE Order Management System (OMS), company email server, website, etc.
Maintain local server and all related equipment.
Work with third party vendors to upgrade existing software.
Set up new employee users both physically and online.
Set up new accounts for customers on company website and trading platform.
Develop expertise and train others on online services like internet trading.
Update company website, Facebook and LinkedIn pages.

Educational Requirements
Bachelor/Honors
Skills Required: Network Administration, Teamwork, Communication, Capital Market, Computer Troubleshooting, Fast Learner, Strong attention to detail, Microsoft Office Programs, Problem solving and analytical skill, ERP and IT System Management

Experience Requirements
At least 2 year(s)
The applicants should have experience in the following business area(s):
IT Enabled Service

Additional Requirements
At least 2 years` professional experience.
Technically sound with Microsoft Office (Excel, Word, Power Point) is mandatory.
Experience of setting up and maintaining networks both local and through internet.
Very Good understanding of windows and other application software installation & trouble shootings.
Experience operating any ERP software.
Strong knowledge of mail server administrative setting, maintenance & trouble shooting.
Experience in C#, .NET Framework, .NET Core, Web API, Entity Framework, JavaScript, Windows Forms Application, WPF, ASP.NET Web Forms is preferred.
Good hands-on optimal database designing knowledge using MySQL, PostgreSQL, SQL Server 2000-2017, and Oracle will be given priority.
Have a positive attitude and is a self starter.
Be enthusiastic, hardworking, committed and result oriented.
Have the mentality to work long hours when necessary.
Be proficient in Bangla and English.
Be very curious with a drive to learn new things.
Have an analytical mind focused on problem solving.
Have good interpersonal and communication skills.

Job Location
Chattogram",Bdjobs.com
"Executive, Call Center (For International Foreigner Customer) - For vivo Bangladesh (Head Office) - Job ID: 1276028","Dhaka, Bangladesh",On-site,Full-time,Executive,"vivo Bangladesh (Head Office) is looking for Executive, Call Center (For International Foreigner Customer)

Job Description / Responsibility
In “English” language respond to foreigner customer inquiry on our Facebook, Webchat, Hotline, email and social media platforms on a regular basis.
In English note down customer's problems/product appearances/major complaints and providing quality feedback issues through CRM (Customer Relationship Management) system.
Identify foreigner customers' needs, clarify information and provide solutions and/or alternatives.
Quick response to foreigner customer inquiries and requests.
Communicate with foreigner customers in an informative manner, in keeping with the brand's voice and tone Respond to customer inquiries on our Facebook and social media platforms on a regular basis by English.
Keep records of all conversations in the database in a comprehensive way.
Manage large amounts of inbound and outbound foreigner calls in a timely manner.
Prepare & submit a daily report in English on incoming and outgoing call.
Deliver extraordinary customer care by responding to questions concerning customer concerns
Consult with Customers while they share their handset problems through the vivo Feedback APP and provide a proper solution
Survey on selected handset models and provide the report as per requirement from factory
Suggesting to customer's problems/product appearances/major complaints and providing quality feedback issues through CRM (Customer Relationship Management) system.
Submit Customer feedback report to the China Head Quarter through an online English questionnaire.

Educational Requirements
Bachelor/Honors
Skills Required: MS Word/ Excel/ PowerPoint/ OneNote, Fluent in English Speaking

Experience Requirements
1 to 2 year(s)
The applicants should have experience in the following business area(s):Telecommunication

Job Location
Dhaka (Kuril)

Salary
Tk. 18000 - 20000 (Monthly)",Bdjobs.com
"ASP.NET Trainee Software Engineer (For The Christian Cooperative Credit Union Limited, Dhaka) - Job ID : 1278862","Dhaka, Bangladesh",On-site,Full-time,Entry level,"The Christian Cooperative Credit Union Limited, Dhaka is looking for ASP.NET Trainee Software Engineer

Job Description / Responsibility
Job Description: We are seeking an experienced ASP.NET Software Engineer with strong expertise in jQuery, JavaScript, and MVC to join our development team. The successful candidate will be responsible for designing, developing, and maintaining web applications that are both functional and visually appealing. You will work closely with other developers, designers, and product managers to ensure our applications meet business requirements and provide an excellent user experience.
Key Responsibilities:
Design, develop, and maintain web applications using ASP.NET, C#, MVC, jQuery, and JavaScript.
Collaborate with product managers, UX/UI designers, and other developers to understand project requirements and translate them into technical specifications.
Develop front-end components using jQuery and JavaScript to enhance user interactions and experiences.
Implement responsive web designs using HTML and CSS.
Write clean, scalable, and efficient code following best practices and coding standards.
Conduct thorough testing and debugging to ensure high-quality applications.
Optimize application performance and ensure scalability and security.
Participate in code reviews and provide constructive feedback to peers.
Stay current with emerging technologies and industry trends to continually improve skills and contribute to the team.
Troubleshoot and resolve application issues in a timely manner.
Document application designs, code, and processes for future reference and knowledge sharing.
Educational Requirements
Bachelor of Science (Pass) in Computer Science & Engineering
Master of Information & Communication Technology (MICT) in Computer Science & Engineering
Experience Requirements
At most 3 year(s)
Additional Requirements
Proven 0-3 years’ experience as a software engineer with a strong focus on ASP.NET development.
Proficiency in C#, ASP.NET, MVC, jQuery, and JavaScript.
Solid understanding of front-end technologies such as HTML, CSS, and responsive design principles.
Experience with SQL Server and database design.
Strong understanding of Object-Oriented Programming (OOP) concepts and design patterns.
Familiarity with version control systems such as Git.
Excellent problem-solving skills and attention to detail.
Strong communication and teamwork abilities.
Ability to work independently and manage multiple tasks effectively.
Experience with Agile/Scrum methodologies.
Job Location
Dhaka (Dhaka Railway, Tejgaon)",Bdjobs.com
Programmer/Sr. Programmer (Java) - For DEKKO Legacy Group - Job ID : 1282693,"Dhaka, Bangladesh",On-site,Full-time,Executive,"DEKKO Legacy Group is looking for Programmer/Sr. Programmer (Java)

Job Description / Responsibility
Development of Business Application in Java web application and UI frameworks.
Full stake software development following the standard and best practices.
Analyze, Architect and design applications and databases.
Analyze Bugs and Innovate Solutions on a regular basis.
Respond promptly and professionally to testing and bug fixing.
Troubleshoot System bugs and issues.
Educational Requirements
Bachelor of Science (BSc) in Computer Science & Engineering
Bachelor of Science (BSc) in Electrical & Electronic Engineering
Skills Required: Java Development, AngularJS, SPRING boot, API Development
Experience Requirements
At least 3 year(s)
The applicants should have experience in the following business area(s):
Software Company,Garments,Group of Companies
Additional Requirements
Good understanding of code versioning tools such as git.
Solid Knowledge on Core Java, and Oracle Database.
Need hands on experience in framework like Spring, Spring Boot, Groovy etc.
Working experience in Garments production software development and experience in Angular will get preference.
Must be proactive and determined to meet the deadline and can-do attitude.
Good understanding in both software development & project life cycle.
Job Location
Dhaka (Dhanmondi)",Bdjobs.com
Full-Stack Web Developer - For One Digital- Job ID - 1284603,"Dhaka, Bangladesh",On-site,Full-time,Associate,"One Digital is looking for Full-Stack Web Developer

Job Description / Responsibility
Develop websites using PHP (Laravel) and Angular/Vue JS
Experience interfacing with third-party APIs and frameworks
Deploy website in cloud server
Build the front-end of applications through appealing visual design
Develop and manage well-functioning databases, and web applications
Write technical documentation

Educational Requirements
Bachelor of Science (BSc) in Computer Science & Engineering
Skills Required: Website maintenance, Website Design, Website Development

Experience Requirements
At least 2 year(s)
The applicants should have experience in the following business area(s): Software Company

Additional Requirements
2 years proven experience as a Full Stack Web Developer
Experience in MVC & MVVM pattern
Familiarity with JavaScript frameworks such as Angular, React, Vue
Proficiency with PHP or Python and any frameworks like Laravel, Django etc.
Familiarity with database technology such as MySQL, Oracle, MongoDB",Bdjobs.com
Deputy Manager / Manager (Sales & Marketing) - For Probashhi Resort & Agro Industries (Job ID: 1281361),"Dhaka, Bangladesh",On-site,Full-time,null,"Probashhi Resort & Agro Industries is looking for Deputy Manager / Manager (Sales & Marketing)

Job Description / Responsibility
We are looking for enthusiastic Marketing & Sales Expertise to contribute in generating sales for Probashi Resort & Agro Industries.
Responsibilities & Context :
Develop and implement effective sales strategies to meet and exceed sales targets.
Build and maintain strong, long-lasting customer relationships.
Conduct market research to identify selling possibilities and evaluate customer needs.
Actively seek out new sales opportunities through cold calling, networking, and social media.
Prepare and deliver appropriate presentations on products and services.
Collaborate with team members to achieve better results.
Gather feedback from customers or prospects and share it with internal teams.
Responsible for maintaining after sales officials formalities i.e. to check application form, to prepare payment schedule, to prepare the deed of agreement and signing to the client.
Work with month to month sales target and became example for other to follow as a successful target achiever.
Any other assign work of the company`s management instruction.
Follow up clients through phone calls and personal visits on a regular basis.
Arrange meeting and project visit for the clients.
Report on sales activities to senior management.
Maintain and update customer database.
Close the deal through proper documentation.

Educational Requirements
Master of Business Administration (MBA), Bachelor of Business Administration (BBA) in Marketing or equivalent 

Experience Requirements
2 to 5 year(s)
The applicants should have experience in the following business area(s): Real Estate, Resort, Agro

Additional Requirements
Should have sound administrative command over sales & marketing function.
Building an effective Relationship with the customers & maintain client Database in proper way.
Managing existing & potential customers by regular client visit & follow up.
Capacity to assess the customer needs, what he actually wants and start the negotiation process accordingly and finalize the deal under consultation with higher authority.
Ability to achieve target and cope up with the sales working pressure individually.
Market Planning, Market Research, and Communication skills.
Proven track record of meeting or exceeding sales targets.
Excellent communication, presentation and interpersonal skills.
Strong analytical and problem-solving abilities.
Ability to work independently and as part of a team.
Highly motivated and target-driven.
Minimum 2 years of working experience in the real estate company. (Specially Resort Share, Hotel Share, Agro Farm Share Ownership Sales).

Job Location
Dhaka (Paltan)",Bdjobs.com
Executive Assistant (BOD) - For Primitek Group - Job ID : 1280069,"Dhaka, Bangladesh",On-site,Full-time,Entry level,"Primitek Group is looking for Executive Assistant (BOD)

Job Description / Responsibility
Report to BOD and performing secretarial duties and responsibility.
Typing, formatting and editing reports, documents, and presentations.
Entering data, maintaining databases and keeping records.
Liaising with internal departments, answering calls, and making travel arrangements.
Managing internal and external correspondence on behalf of BOD.
Scheduling appointments, maintaining an events calendar, and sending reminders.
Copying, scanning, and faxing documents, as well as taking notes.
To coordinate, attend, and take minutes for the Chairman's meetings and any other relevant meetings Remind all agendas relating to any type of trip/visit, VIP guest arrival, meeting fixation/cancellation, document preparation/submission/delivery, mail communication.
Any other job assign by the BOD.
Educational Requirements
Bachelor of Business Administration (BBA)
Master of Business Administration (MBA)
Masters
Experience Requirements
2 to 3 year(s)
Additional Requirements
Excellent written and verbal communication skills both English & Bengali.
Extensive experience in creating documents and spreadsheets, using office software such as MS Word, Excel, and PowerPoint.
Advanced typing, note-taking, record keeping, and organizational skills.
Ability to manage internal and external correspondence.
Proficiency in appointment scheduling software such as MS Outlook, as well as call forwarding.",Bdjobs.com
Software Engineer .Net (For Kandaree.com) - Job ID : 1284411,"Dhaka, Bangladesh",On-site,Full-time,Executive,"Kandaree.com is looking for Software Engineer .Net

Job Description / Responsibility
Development using code CQRS, Repository, Mediator Pattern;
Design framework and components using .Net Core and Angular;
Responsible for frontend design using Angular Strong knowledge of data structures, algorithm, enterprise systems, and asynchronous architectures;
Strong Web UI Application development experience;
Agile development team experience;
Demonstrated experience using Angular;
Experience working in Continuous Integration / Continuous Build Environments;
Experience with distributed applications and building/operating highly available systems;
Experience creating and managing REST APIs;
Experience using TFS, VSTS, Git and Visual Studio;
Solid front-end development skills and experience, including Bootstrap, HTML5, CSS3;
Ability to write code using Typescript, Good knowledge of Angular Components, Directives, Services and Routing;
Solid knowledge of ASP.MVC, Dapper and Store Procedure;
Educational Requirements
Bachelor of Science (BSc)
Diploma in Engineering
Experience Requirements
1 to 2 year(s)
The applicants should have experience in the following business area(s):
Software Company,IT Enabled Service,E-commerce,E-commerce Startup,F-commerce
Job Location
Dhaka (Banglamotor)",Bdjobs.com
